session_item_id,session_id,session_order,within_session_order,global_review_order,entity_id,entity_type,display_name,review_batch,review_bucket,review_status,review_decision,application_status,queue_status,source_refs,cleaned_paths,parsed_paths,top_extract_ids,top_chunk_ids,top_match_scores,decision_input_path,next_step,needs_llm,generated_by
review_session_item_0086,review_session_009,9,6,86,field_prefix,DataField,prefix,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|rfc6811|context_2026,cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,parsed/standards/rfc4271.json|parsed/standards/rfc6811.json,extract_field_prefix_01|extract_field_prefix_02|extract_field_prefix_03,rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|context_2026_as_path_001,5|5|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0087,review_session_009,9,7,87,anomaly_prefix_hijack,AnomalyType,Prefix Hijack,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|rfc6811|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md|cleaned/standards/rfc6811.md,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json|parsed/standards/rfc6811.json,extract_anomaly_prefix_hijack_01|extract_anomaly_prefix_hijack_02|extract_anomaly_prefix_hijack_03,bear_2025_s007_page_7_001|bear_2025_s010_page_10_004|bear_2025_s002_page_2_002,8|7|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0088,review_session_009,9,8,88,anomaly_prefix_outage,AnomalyType,Prefix Outage,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_anomaly_prefix_outage_01|extract_anomaly_prefix_outage_02|extract_anomaly_prefix_outage_03,rfc4271_s058_8_2_2_010|context_2026_as_path_001|context_2026_route_leak_001,3|2|2,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0089,review_session_009,9,9,89,concept_rib,BGPConcept,RIB,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|routeviews_api_doc|bgpstream_docs|context_2026,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/routeviews_api_doc.md|cleaned/standards/rfc4271.md,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/routeviews_api_doc.json|parsed/standards/rfc4271.json,extract_concept_rib_01|extract_concept_rib_02|extract_concept_rib_03,rfc4271_s011_3_2_001|rfc4271_s006_1_1_002|rfc4271_s060_9_1_001,9|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0090,review_session_009,9,10,90,concept_ripe_ris,BGPConcept,RIPE RIS,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,ripe_ris_docs|context_2026,cleaned/data_docs/ripe_ris_docs.md,parsed/data_docs/ripe_ris_docs.json,extract_concept_ripe_ris_01|extract_concept_ripe_ris_02|extract_concept_ripe_ris_03,ripe_ris_docs_s001_full_001|context_2026_datasource_001|context_2026_as_path_001,11|8|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0091,review_session_010,10,1,91,datasource_ripe_ris,DataSource,RIPE RIS,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,ripe_ris_docs|context_2026,cleaned/data_docs/ripe_ris_docs.md,parsed/data_docs/ripe_ris_docs.json,extract_datasource_ripe_ris_01|extract_datasource_ripe_ris_02|extract_datasource_ripe_ris_03,ripe_ris_docs_s001_full_001|context_2026_datasource_001|context_2026_as_path_001,13|10|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0092,review_session_010,10,2,92,concept_roa,BGPConcept,ROA,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_concept_roa_01|extract_concept_roa_02|extract_concept_roa_03,rfc6811_s003_2_002|rfc6811_s001_1_002|rfc6811_s003_2_001,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0093,review_session_010,10,3,93,field_roa_status,DataField,roa_status,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_field_roa_status_01|extract_field_roa_status_02|extract_field_roa_status_03,rfc6811_s003_2_002|context_2026_as_path_001|rfc6811_s001_1_002,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0094,review_session_010,10,4,94,concept_route_collector,BGPConcept,Route Collector,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,routeviews_api_doc|ripe_ris_docs|context_2026,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/routeviews_api_doc.json,extract_concept_route_collector_01|extract_concept_route_collector_02|extract_concept_route_collector_03,routeviews_api_doc_s001_full_001|context_2026_datasource_001|routeviews_api_doc_s001_full_002,8|6|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0095,review_session_010,10,5,95,anomaly_route_leak,AnomalyType,Route Leak,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc7908|rfc9234|beam_2024|context_2026,cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md|cleaned/standards/rfc9234.md,parsed/papers/beam_2024.json|parsed/standards/rfc7908.json|parsed/standards/rfc9234.json,extract_anomaly_route_leak_01|extract_anomaly_route_leak_02|extract_anomaly_route_leak_03,beam_2024_s003_page_3_001|beam_2024_s003_page_3_003|beam_2024_s004_page_4_002,6|6|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0096,review_session_010,10,6,96,mechanism_route_origin_validation,RoutingMechanism,Route Origin Validation,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_mechanism_route_origin_validation_01|extract_mechanism_route_origin_validation_02|extract_mechanism_route_origin_validation_03,rfc6811_s001_1_002|rfc6811_s008_6_001|rfc6811_s001_1_001,11|11|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0097,review_session_010,10,7,97,concept_routeviews,BGPConcept,RouteViews,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,routeviews_api_doc|context_2026,cleaned/data_docs/routeviews_api_doc.md,parsed/data_docs/routeviews_api_doc.json,extract_concept_routeviews_01|extract_concept_routeviews_02|extract_concept_routeviews_03,routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_018|routeviews_api_doc_s001_full_001,10|10|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0098,review_session_010,10,8,98,datasource_routeviews,DataSource,RouteViews,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,routeviews_api_doc|context_2026,cleaned/data_docs/routeviews_api_doc.md,parsed/data_docs/routeviews_api_doc.json,extract_datasource_routeviews_01|extract_datasource_routeviews_02|extract_datasource_routeviews_03,routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_005,12|11|11,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0099,review_session_010,10,9,99,concept_rov,BGPConcept,ROV,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_concept_rov_01|extract_concept_rov_02|extract_concept_rov_03,rfc6811_s001_1_002|rfc6811_s001_1_001|rfc6811_s008_6_001,9|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0100,review_session_010,10,10,100,concept_rpki,BGPConcept,RPKI,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_concept_rpki_01|extract_concept_rpki_02|extract_concept_rpki_03,rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s008_6_001,13|10|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0101,review_session_011,11,1,101,datasource_rpki_roa,DataSource,RPKI / ROA,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|routeviews_api_doc|context_2026,cleaned/data_docs/routeviews_api_doc.md|cleaned/standards/rfc6811.md,parsed/data_docs/routeviews_api_doc.json|parsed/standards/rfc6811.json,extract_datasource_rpki_roa_01|extract_datasource_rpki_roa_02|extract_datasource_rpki_roa_03,rfc6811_s001_1_002|rfc6811_s001_1_001|rfc6811_s003_2_001,10|9|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0102,review_session_011,11,2,102,fp_short_route_flap,FalsePositivePattern,Short route flap,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_fp_short_route_flap_01|extract_fp_short_route_flap_02|extract_fp_short_route_flap_03,rfc4271_s066_9_1_4_001|rfc4271_s058_8_2_2_001|rfc4271_s069_9_2_1_1_001,5|4|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0103,review_session_011,11,3,103,fp_single_collector_bias,FalsePositivePattern,Single collector bias,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,routeviews_api_doc|ripe_ris_docs|context_2026,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/routeviews_api_doc.json,extract_fp_single_collector_bias_01|extract_fp_single_collector_bias_02|extract_fp_single_collector_bias_03,context_2026_datasource_001|routeviews_api_doc_s001_full_007|routeviews_api_doc_s001_full_001,7|7|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0104,review_session_011,11,4,104,anomaly_subprefix_hijack,AnomalyType,Subprefix Hijack,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc6811.md,parsed/papers/bear_2025.json|parsed/standards/rfc6811.json,extract_anomaly_subprefix_hijack_01|extract_anomaly_subprefix_hijack_02|extract_anomaly_subprefix_hijack_03,bear_2025_s001_page_1_001|bear_2025_s002_page_2_002|bear_2025_s007_page_7_001,4|4|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0105,review_session_011,11,5,105,field_timestamp,DataField,timestamp,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,bgpstream_docs|context_2026,cleaned/data_docs/bgpstream_docs.md,parsed/data_docs/bgpstream_docs.json,extract_field_timestamp_01|extract_field_timestamp_02|extract_field_timestamp_03,bgpstream_docs_s001_full_001|context_2026_as_path_001|context_2026_datasource_001,4|4|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0106,review_session_011,11,6,106,field_update_type,DataField,update_type,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_update_type_01|extract_field_update_type_02|extract_field_update_type_03,context_2026_route_leak_001|context_2026_as_path_001|context_2026_paper_bear_001,5|4|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0107,review_session_011,11,7,107,concept_valley_free,BGPConcept,Valley-free,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc7908|caida_as_relationships|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,extract_concept_valley_free_01|extract_concept_valley_free_02|extract_concept_valley_free_03,caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_012,8|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0108,review_session_011,11,8,108,mechanism_valley_free,RoutingMechanism,Valley-free Routing,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc7908|caida_as_relationships|beam_2024|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/papers/beam_2024.json|parsed/standards/rfc7908.json,extract_mechanism_valley_free_01|extract_mechanism_valley_free_02|extract_mechanism_valley_free_03,beam_2024_s004_page_4_001|beam_2024_s005_page_5_001|beam_2024_s004_page_4_002,7|6|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0109,review_session_011,11,9,109,concept_vantage_point,BGPConcept,Vantage Point,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,ripe_ris_docs|context_2026,cleaned/data_docs/ripe_ris_docs.md,parsed/data_docs/ripe_ris_docs.json,extract_concept_vantage_point_01|extract_concept_vantage_point_02|extract_concept_vantage_point_03,context_2026_datasource_001|context_2026_as_path_001|context_2026_paper_bear_001,4|3|3,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0110,review_session_011,11,10,110,case_vodafone_2021_route_leak,Case,Vodafone Idea AS55410 Route Leak,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md,parsed/papers/bgpshield_2025.json,extract_case_vodafone_2021_route_leak_01|extract_case_vodafone_2021_route_leak_02|extract_case_vodafone_2021_route_leak_03,bgpshield_2025_s012_page_12_003|bgpshield_2025_s012_page_12_002|bgpshield_2025_s013_page_13_001,10|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0111,review_session_012,12,1,111,concept_whois_rdap,BGPConcept,WHOIS / RDAP,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc3912|rfc9082|rfc9083|context_2026,cleaned/standards/rfc3912.md|cleaned/standards/rfc9082.md|cleaned/standards/rfc9083.md,parsed/standards/rfc3912.json|parsed/standards/rfc9082.json|parsed/standards/rfc9083.json,extract_concept_whois_rdap_01|extract_concept_whois_rdap_02|extract_concept_whois_rdap_03,rfc3912_s008_21355_001|rfc3912_s001_1_001|rfc3912_s008_21355_002,6|5|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0112,review_session_012,12,2,112,concept_withdrawal,BGPConcept,Withdrawal,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_withdrawal_01|extract_concept_withdrawal_02|extract_concept_withdrawal_03,rfc4271_s069_9_2_1_1_001|rfc4271_s060_9_1_001|rfc4271_s076_10_003,7|5|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
